Θユ繷计-羆计,Θユ繷计-キА秖,Θユ繷计-キА基,砏睫(75そょ)-繷计,砏睫(75そょ)-キА秖,砏睫(75そょ)-キА基,75そょ-繷计,75そょ-キА秖,75そょ-キА基,75()-95(ぃ)-繷计,75()-95(ぃ)-キА秖,75()-95(ぃ)-キА基,95()-115()-繷计,95()-115()-キА秖,95()-115()-キА基,115()-135(ぃ)-繷计,115()-135(ぃ)-キА秖,115()-135(ぃ)-キА基,135()-155(ぃ)-繷计,135()-155(ぃ)-キА秖,135()-155(ぃ)-キА基,155そょ-繷计,155そょ-キА秖,155そょ-キА基,瞊∣贺睫-繷计,瞊∣贺睫-キА秖,瞊∣贺睫-キА基,ㄤ睫-繷计,ㄤ睫-キА秖,ㄤ睫-キА基,紅-繷计,紅-キА秖,紅-キА基,Θユ羆计(ぃ紅)-繷计,Θユ羆计(ぃ紅)-キА秖,Θユ羆计(ぃ紅)-キА基
1210,118.47,76.83,1198,118.34,77.05,4,57.88,22.02,66,87.89,64.99,384,107.6,76.97,651,124.38,78.1,97,141.01,76.17,6,160.92,68.55,2,191.25,51.19,0,0,0,268,117.66,74.07,942,118.7,77.61
2075,115,76.41,1996,115.66,77.12,8,73,54.61,148,87.8,71.04,790,106.82,76.87,910,123.74,78.12,148,140.99,76.55,9,166.17,70.64,0,0,0,62,91.74,51.04,354,116.05,74.27,1721,114.78,76.85
665,115.45,77.05,650,116.23,77.52,0,0,0,56,87.5,70.2,248,107.1,77.2,281,123.5,78.8,65,144.4,77.5,0,0,0,0,0,0,15,81.5,47.9,130,121.7,75,535,113.93,77.58
731,121.22,76.98,729,121.08,77.08,0,0,0,17,88.67,66.7,159,109.36,76.61,494,123.67,77.53,59,140.33,76.63,1,164.6,63.8,1,175.8,39.6,0,0,0,143,121.15,73.93,588,121.23,77.72
861,118.18,78.1,835,118.4,78.54,0,0,0,10,92.45,70.65,319,107.95,77.25,441,123.24,79.13,65,140.8,80.71,3,169.33,75.89,0,0,0,23,103.57,60.05,83,117,74.96,778,118.3,78.43
1687,115.88,76.62,1623,115.65,77.08,8,61.69,41.06,66,90.3,69.26,711,106.81,76.64,710,121.84,77.89,136,141.89,77.56,13,162.23,73.59,5,182.4,61.36,38,112.49,65.53,231,119.38,74.71,1456,115.33,76.94
1103,121.22,77.75,1064,120.34,78.23,0,0,0,16,90.4,73.87,358,108.1,77.63,560,124.1,78.43,130,141.5,79.06,5,157.7,77.61,13,169.5,78.93,21,127.6,53.96,73,123.3,74.55,1030,121.08,77.98
1916,115.92,77.89,1902,115.57,78.03,2,66.5,47.58,78,89.67,71.26,853,106.72,77.65,850,123.32,78.89,121,140.19,77.61,12,180.04,64.85,0,0,0,0,0,0,225,115.93,74.07,1691,115.92,78.4
713,134.31,81.43,650,134.57,82.1,0,0,0,3,91.83,65.63,70,108.67,78.12,270,126.32,81.49,240,143.96,83.01,67,163.13,84.28,0,0,0,63,131.64,74.37,35,121.91,77.03,678,134.95,81.63
2088,134.63,82.29,1834,129.86,82.51,0,0,0,8,87.2,72,228,109.2,81.6,910,125.7,82.6,688,142.7,82.7,254,169.1,81.1,0,0,0,0,0,0,81,129.1,76.2,2007,134.86,82.53
728,135.36,81.37,670,133.93,83.01,0,0,0,1,92.5,72,107,108.9,79.63,248,126.5,84,242,143.6,83.83,72,164.8,81.4,18,185.5,48.6,40,136.8,74.5,45,119.5,76.25,683,136.41,81.67
2549,126.79,80.86,2456,125.26,81.18,3,68.53,35.26,21,91,73.71,520,108.25,79.77,1336,125.22,81.42,579,141.87,81.82,90,170.49,75.19,0,0,0,0,0,0,216,123.2,76.92,2333,127.12,81.22
373,128.72,81.93,373,128.72,81.93,0,0,0,4,89.25,62.52,61,108.77,76.8,191,126.07,82.1,103,142.47,83.98,14,161.86,84.87,0,0,0,0,0,0,0,0,0,373,128.72,81.93
215,118.6,79.27,210,117.71,79.19,0,0,0,0,0,0,96,108.93,78.24,97,122.43,79.64,17,140.35,81.09,0,0,0,5,156,81.96,0,0,0,0,0,0,215,118.6,79.27
505,119.92,79.62,491,119.64,80.24,2,72.5,56.57,30,89.46,67.85,127,106.14,78.86,280,124.78,81.31,54,141.49,82.16,2,158.25,82.42,3,149.66,56.77,7,129.42,53.39,41,109.43,71,464,120.85,80.31
79,122.3,82.71,1,110,91.02,0,0,0,0,0,0,1,110,91.02,0,0,0,0,0,0,0,0,0,0,0,0,78,122.46,82.61,0,0,0,79,122.3,82.71
86,120.84,83.94,86,120.84,83.94,0,0,0,1,94.5,67.6,28,107.46,81.53,48,125.33,85.07,9,141.44,85.51,0,0,0,0,0,0,0,0,0,0,0,0,86,120.84,83.94
810,121.29,81.3,791,121.25,81.71,0,0,0,11,91.75,66.54,204,108.12,80.08,487,123.94,82.5,89,140.24,81.99,4,166.05,59.01,1,175.8,50,14,107.01,68.77,0,0,0,810,121.29,81.3
347,125.24,80.99,343,124.83,81.04,0,0,0,2,94,75.7,62,107.7,80.38,207,124.7,81.08,72,140.8,81.49,4,160.8,77.13,0,0,0,0,0,0,0,0,0,347,125.24,80.99
416,112.54,77.61,406,112.59,77.99,0,0,0,12,90.13,72.48,229,106.77,78.38,159,121.59,78.23,6,141.17,68.4,0,0,0,0,0,0,10,110.65,62.03,81,118.44,73.64,335,111.12,78.64
324,119.05,79.29,317,118.98,79.36,0,0,0,10,88.7,70.6,104,106.77,79.15,172,124.2,79.85,31,140.79,79.26,1,165.5,80.6,0,0,0,6,114.83,75.47,0,0,0,324,119.05,79.29
698,120.04,78.37,689,119.91,78.65,3,66,30.1,11,84.95,57.21,235,108.86,78.83,371,123.78,79.54,72,141.34,76.13,3,161,72.24,3,163.67,56.44,0,0,0,55,127.74,72.46,643,119.38,78.91
1560,115.04,76.99,1507,115.44,77.71,0,0,0,95,89.32,72.87,640,107.4,77.34,677,123.16,78.52,95,140.72,77.6,3,157.5,75.68,0,0,0,50,100.54,52.16,168,115.45,73.35,1392,114.99,77.43
470,117.1,79.71,461,117.82,80.16,0,0,0,29,86.4,71.8,136,107.5,79.4,272,124.3,81.2,24,140.9,79.2,0,0,0,0,0,0,9,79.8,45.7,0,0,0,470,117.1,79.71
470,123.68,79.28,470,123.68,79.28,0,0,0,5,89.28,72.23,109,108.41,78.59,276,125.24,79.78,80,141.27,78.76,0,0,0,0,0,0,0,0,0,13,121.8,72.91,457,123.74,79.46
756,119.55,79.31,742,119.92,79.7,0,0,0,6,92.17,72.31,264,109.06,78.57,403,123.9,80.12,69,140.65,81.29,2,156,81.7,0,0,0,12,90.71,46.63,34,114.6,76.09,722,119.79,79.45
1272,117.46,78.4,1238,117.13,78.8,4,70.75,39.16,35,88.93,68.93,462,106.75,78.6,619,121.51,79.38,122,142.32,78.6,10,159.55,77.07,4,186.13,55.99,16,110.91,62.61,30,115.13,75.98,1242,117.51,78.45
774,119.16,78.92,759,119.14,79.25,0,0,0,14,90.3,73.4,261,108.7,78.96,424,123.4,79.73,60,141.2,78.15,1,157.5,68,0,0,0,14,117.2,61.58,0,0,0,774,119.16,78.92
1562,116.02,79.39,1555,115.89,79.42,1,60,12,50,89.41,72.12,704,107.18,79.12,719,123.45,80.05,82,140.53,79.39,6,159.33,76.71,0,0,0,0,0,0,71,113.77,74.55,1491,116.13,79.61
558,134.7,82.72,533,135.13,82.95,0,0,0,0,0,0,48,109.45,77.95,249,125.45,82.49,164,143.89,83.89,72,165.81,84.48,0,0,0,25,125.52,77.46,30,121.93,76.62,528,135.43,83.03
1748,131.82,82.95,1607,128.56,83.2,0,0,0,8,90.6,61,220,109.3,81,867,125.5,83.3,512,142.6,84,135,166.8,83.6,6,218.2,32.5,0,0,0,35,129.8,75.8,1713,131.86,83.1
468,136.32,83.41,434,135.03,84.25,0,0,0,2,93.7,74.1,47,107.9,81.84,193,126.3,84.83,130,143.2,84.08,62,167,84.57,3,210,37.92,31,147.2,78.85,0,0,0,468,136.32,83.41
420,129.59,82.25,420,129.59,82.25,0,0,0,2,91,54.76,34,110.33,80.38,270,126.74,82.75,107,141.54,82.15,7,161.64,78.86,0,0,0,0,0,0,0,0,0,420,129.59,82.25
2084,126.94,81.41,2049,126.21,81.54,0,0,0,17,89.79,71.45,346,108.67,79.69,1181,125.31,81.69,505,141.55,82.4,35,169.58,76.16,0,0,0,0,0,0,131,123.75,76.04,1953,127.15,81.77
384,124.95,81.74,384,124.95,81.74,0,0,0,0,0,0,98,109.62,76.09,207,124.71,82.77,70,141.94,84.84,9,165.22,83.91,0,0,0,0,0,0,0,0,0,384,124.95,81.74
230,119.32,78.9,225,118.17,79.13,0,0,0,14,90.32,71.54,83,108.4,77.65,104,124.83,81.1,24,139.38,78.33,0,0,0,5,170.9,71.69,0,0,0,0,0,0,230,119.32,78.9
1262,122.19,77.88,1213,121.66,78.53,1,73.5,63.4,43,88.61,74.03,352,107.97,78.75,600,124.57,78.91,218,142.3,77.88,23,161.36,73.45,7,154,62.67,18,98.06,42.65,253,127.66,75.57,1009,120.82,78.49
369,125.36,81.85,362,125.06,82.19,0,0,0,5,90.3,71.46,57,110.1,78.99,238,125.37,82.5,62,140.4,83.99,2,195,68.37,0,0,0,5,119.8,65.12,32,123.67,75,337,125.52,82.49
1439,121.89,77.52,1384,121.81,78.11,0,0,0,8,91.7,72.11,384,108.5,77.05,818,124.24,78.38,174,141.14,78.98,9,161.8,74.78,3,169.67,60.04,43,112.85,59.62,356,120.89,74.38,1083,122.22,78.54
1126,123.56,77.99,1108,122.97,78.11,1,60,10,52,89.5,73.39,227,107.2,77.4,626,125.3,78.51,203,142,78.4,17,165.4,73.4,0,0,0,0,0,0,354,123.2,75.23,772,123.72,79.25
739,115.8,77.37,712,115.5,78.03,2,73.75,38.39,17,89.74,70.3,324,106.76,78.09,336,122.72,78.51,35,139.53,75.96,3,171.33,54.37,0,0,0,22,121.75,63.61,190,116.71,75.14,549,115.48,78.15
472,115.72,77.05,461,115.84,77.58,3,67.67,43.61,32,88.81,68.99,184,108.33,77.64,222,123.31,78.49,23,141.52,77.06,0,0,0,2,162,27.29,6,114.58,69.44,66,116.08,74.16,406,115.66,77.53
1164,116.96,77.54,1149,116.55,77.89,4,67.25,39.72,45,89.12,68.14,485,107.46,77.27,548,123.74,78.84,71,140.56,78.58,4,156.63,76.8,7,189.64,50.39,0,0,0,180,119.12,73.17,984,116.56,78.36
2198,117.51,76.08,2115,117.52,76.88,3,73.33,59.78,140,88.1,71.89,728,107.34,76.26,1062,124.38,77.95,185,140.46,75.67,6,159.25,76.41,0,0,0,74,115.61,53.25,391,120.93,74.28,1807,116.77,76.48
648,116.84,77.23,629,118.01,77.77,5,73.7,58.8,34,83.9,66.2,228,109,77.9,298,122.6,78.8,69,144.8,77,0,0,0,0,0,0,14,79.5,47,138,122.3,75.8,510,115.36,77.64
732,119.5,77.64,727,119.55,77.78,2,67,36.29,7,88.6,67.96,222,108.4,77.02,445,123.19,78.19,53,139.77,78.05,2,163,68.31,0,0,0,1,102,38.8,158,118.23,74.43,574,119.85,78.51
885,117.3,78,870,117.52,78.32,0,0,0,7,91.86,72.54,372,107.77,77.68,435,123.14,78.89,56,141.85,78.2,1,156,73,0,0,0,14,100.71,55.11,73,117.8,74.93,812,117.25,78.28
1650,116.23,77.39,1603,116.15,77.81,6,61.08,33.92,28,90.39,70.41,713,106.89,77.07,750,122.07,78.43,112,141.92,78.97,4,165.75,80.53,4,193.88,58.59,33,114.41,64.24,223,121.77,75.06,1427,115.36,77.78
1305,123.61,77.46,1261,122.9,77.87,1,74.5,56,25,87.4,68.84,309,108.8,77.45,703,124.4,78.06,224,141.6,78.43,8,157.4,76.41,15,171.7,75.66,20,121.2,54.07,108,127.4,74.88,1197,123.27,77.7
1869,118.87,78.86,1851,118.59,78.98,4,72.38,59.4,31,89.74,72.28,688,107.89,78.9,985,123.63,79.18,147,140.99,78.96,14,168.61,70.02,0,0,0,0,0,0,191,124.19,74.51,1678,118.26,79.38
721,139.58,83.49,686,139.64,83.9,0,0,0,2,87.25,73.98,21,109.29,81.67,286,127.08,82.54,256,143.68,85.25,121,166.9,84.25,0,0,0,35,138.36,75.37,46,128.01,77.36,675,140.36,83.88
2176,132.79,81.67,1955,128.53,81.92,0,0,0,11,86.5,61.5,265,108.5,79.9,1036,125.5,81.9,643,142.4,82.8,214,169.3,81.6,7,204,40,0,0,0,119,130.2,76.1,2057,132.94,81.99
735,136.19,85.09,701,136.09,85.44,0,0,0,1,86,64.8,99,108.7,80.13,254,126.2,85.6,238,144.4,86.45,109,166.3,86.51,1,268.5,50,33,134.3,79.63,24,110.2,77.37,711,137.06,85.3
417,125.34,82.02,417,125.34,82.02,0,0,0,2,93,47.56,75,109.08,78,262,125.43,82.79,77,141.21,83.29,1,162.5,84.6,0,0,0,0,0,0,0,0,0,417,125.34,82.02
2670,127.26,80.21,2575,125.55,80.74,0,0,0,42,89.25,70.89,459,108.08,78.89,1480,125.48,80.79,594,141.79,82.17,95,173.58,69.79,0,0,0,0,0,0,291,121.69,75.56,2379,127.94,80.75
348,127.37,81.02,348,127.37,81.02,0,0,0,0,0,0,72,109.85,75.63,181,125.49,81.46,88,142.09,83.3,7,171.14,84.57,0,0,0,0,0,0,0,0,0,348,127.37,81.02
219,118.08,79.29,217,117.76,79.23,0,0,0,1,90,71,105,108.25,77.6,91,123.49,79.94,20,142.98,83.17,0,0,0,2,152.5,84.42,0,0,0,0,0,0,219,118.08,79.29
1283,124.98,76.57,1198,123.49,77.89,1,73.5,54,32,86.37,75.48,282,108.43,78.65,638,124.79,78.17,246,142.23,76.77,45,165.65,68.12,14,170.28,55.91,25,99.64,44.14,338,128.19,75.17,945,123.83,77.09
80,124.82,82.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,124.82,82.77,0,0,0,80,124.82,82.77
325,123.56,78.68,320,123.16,78.8,0,0,0,6,88.5,60,66,109.38,76.7,199,124.55,79.66,49,140.3,79.33,4,160.13,74.8,0,0,0,1,107.5,59.8,84,121.9,74.91,241,124.14,79.97
1379,122.75,77.86,1330,122.58,78.27,0,0,0,15,90.69,65.94,359,107.38,77.12,731,124.76,78.87,225,141.88,78.49,17,161.12,74.52,0,0,0,32,109.2,60.93,317,120.7,74.97,1062,123.36,78.7
1066,124.65,77.02,1045,123.89,77.23,0,0,0,5,88.1,68.9,227,108.1,76.97,626,124.7,77.57,187,141.3,76.61,21,162.4,68.83,0,0,0,0,0,0,496,125.4,75.37,570,123.99,78.46
638,116.53,77.86,614,116.53,78.37,0,0,0,16,92.03,74.08,280,106.53,77.86,265,123.5,79.34,53,141.89,77.05,3,161.17,56.78,0,0,0,21,110.1,66.38,158,119.2,75.39,480,115.65,78.7
449,119.25,77.84,445,119.41,78.01,0,0,0,1,92.5,76,147,108.61,77.3,274,123.53,78.48,23,140.61,76.62,0,0,0,0,0,0,4,100.5,55.54,93,121.72,75.12,356,118.6,78.57
1110,118.55,78.08,1095,118.42,78.37,5,60.3,31.12,32,90.14,71.29,413,107.89,78.37,553,124.08,78.77,97,140.34,77.88,4,156.38,79.84,6,165.08,53.29,0,0,0,184,121.72,75.12,926,117.92,78.69
2031,114.51,76.78,1963,114.67,77.57,4,73.38,50.35,155,89.38,71.58,832,107.46,77.19,864,122.77,78.76,112,140.8,77.04,3,160.17,74.59,0,0,0,61,109.81,51.47,374,118.84,75.21,1657,113.54,77.15
679,117.51,76.61,668,117.33,77.04,0,0,0,36,86.6,67.8,233,107.8,77.2,355,123.8,77.9,44,140.7,75,0,0,0,0,0,0,11,128.8,52.4,132,126.1,74.4,547,115.44,77.19
678,120.81,77.41,673,120.72,77.62,2,66.9,42.8,11,84.38,51.25,200,107.92,76.83,384,124.43,78.52,78,140.42,77.48,1,155.8,79.2,2,185.7,44.05,0,0,0,152,120.28,74.31,526,120.96,78.3
853,118.29,77,826,118.33,77.59,0,0,0,14,92.89,71.08,309,108.55,76.84,437,122.73,78.25,66,140.35,77.45,3,164.17,77.62,0,0,0,24,111.23,55.05,80,117.6,75.03,773,118.36,77.2
1548,118.96,76.43,1479,118.95,76.89,8,70.94,45.11,40,88.95,68.18,476,106.07,77.12,784,122.92,77.28,179,142.52,76.2,12,157.63,74.13,3,177,63.61,46,113.66,66.42,262,127.48,74.43,1286,117.22,76.87
1013,118.26,77.07,981,117.6,77.64,0,0,0,37,88.8,67.85,354,107,77.25,520,123.7,78.04,70,141.1,79.75,4,157.1,79.75,7,172.8,72.15,21,123.4,53.54,100,122.1,74.17,913,117.84,77.4
1756,118.43,78.72,1746,118.15,78.77,0,0,0,36,91.46,68.11,685,107.72,78.78,887,123.77,79.1,138,140.74,78.64,10,167.3,72.68,0,0,0,0,0,0,167,118.61,73.89,1589,118.41,79.23
620,137.26,82,571,137.04,82.63,0,0,0,2,88.5,64.78,67,108.14,78.6,193,125.82,81.67,208,143.9,84.15,101,164.49,83.26,0,0,0,49,139.77,74.78,49,126.71,77.33,571,138.16,82.37
1812,131.5,81.61,1647,127.86,81.73,0,0,0,5,88.5,70.5,261,109.2,79.8,880,125,81.9,501,143,82.3,165,167.8,80.7,0,0,0,0,0,0,87,123,76.2,1725,131.93,81.86
627,130.9,79.47,561,130.36,81.39,0,0,0,0,0,0,89,110.9,79.17,286,124.2,81.56,149,144.3,83.14,37,168.6,77.88,15,170.3,39.96,51,125.3,73.32,50,121.5,74.46,577,131.72,79.87
381,125.17,80.91,381,125.17,80.91,0,0,0,1,94,45,67,109.5,76.7,245,124.81,81.06,66,141.24,85.06,2,179.5,55.43,0,0,0,0,0,0,0,0,0,381,125.17,80.91
2417,126.45,81.1,2354,125.37,81.31,1,74.8,66.4,34,88.17,73.38,441,108.69,80.01,1346,125.25,81.5,533,141.85,82.01,62,168.28,75.3,0,0,0,0,0,0,275,122.85,77.81,2142,126.91,81.51
358,132.83,80.61,358,132.83,80.61,0,0,0,5,92,59.19,34,108.53,74.08,173,126.53,80.76,121,144.3,81.8,25,162.12,83.03,0,0,0,0,0,0,0,0,0,358,132.83,80.61
212,118.19,78.59,211,118,78.53,0,0,0,3,91.5,68.4,78,108.71,76.97,120,122.8,79.44,10,140.75,80.39,0,0,0,1,158,87.6,0,0,0,0,0,0,212,118.19,78.59
1298,121.18,77.68,1240,120.43,78.18,4,70.62,55.37,49,88.29,73.19,374,106.69,78.45,619,124.46,78.44,198,141.74,77.85,35,161.75,74.67,3,174.66,61.56,16,93.46,49.08,333,124.8,76.19,965,119.94,78.22
203,123.75,79.86,202,123.57,79.86,0,0,0,0,0,0,64,107.15,77.43,96,126.27,80.93,42,142.44,80.49,1,158.5,79,0,0,0,0,0,0,76,122.32,76.28,127,124.6,81.96
869,121.15,79.01,838,121.01,79.37,0,0,0,5,91.84,69.23,247,109.13,78.19,493,123.61,79.79,93,140.36,80.19,5,174.4,67.61,1,166.6,65.2,25,113.39,70.43,200,117.87,75.96,669,122.13,79.89
997,124,76.82,959,122.39,77.5,2,59,13.51,23,88.5,70.04,263,108.4,76.86,509,124.8,78.05,164,142.1,77.45,36,170.6,65.01,0,0,0,0,0,0,503,124.6,75.71,494,123.4,77.96
611,118.62,76.98,591,118.72,77.77,1,70,31.2,11,91.14,69.31,223,107.02,78.21,295,124.32,77.93,62,139.07,76.83,5,162.6,52.5,0,0,0,14,102.11,54.46,240,120.9,75.9,371,117.15,77.7
376,115.81,75.99,372,115.97,76.16,1,65,40.6,20,89.88,71.09,168,107,75.88,147,123.43,77.19,37,141.2,75.3,0,0,0,0,0,0,3,112.33,61.33,130,117.62,74.66,246,114.85,76.71
1991,115.35,75.61,1933,115.62,76.22,1,55,10,148,88.49,71.06,779,107.13,76.21,875,123.97,77.14,131,140.97,74.53,4,168.75,66.9,0,0,0,53,102.46,52.36,479,119.48,73.29,1512,114.04,76.38
665,119.03,76.03,653,118.65,76.66,0,0,0,25,87.6,70.4,234,108.1,76.5,329,124,77.2,65,141.5,76.2,0,0,0,0,0,0,12,139.7,47,188,122.5,73.9,477,117.66,76.91
675,120.54,76.94,659,119.29,77.63,0,0,0,6,90.87,62.24,231,108.63,77.08,367,123.42,78.31,55,139.58,76.53,10,170.24,65.33,5,188.2,44.67,1,108,37.8,151,117.14,74.39,524,121.52,77.65
854,121.23,76.81,832,120.89,77.31,0,0,0,7,92.36,69.79,245,109.93,76.86,505,123.53,77.63,75,141.54,76.99,4,163.13,71.23,0,0,0,18,127.61,56.74,105,120.4,74.46,749,121.34,77.14
1560,119.58,75.78,1475,119.63,76.52,4,58,25.22,45,90.79,69.21,445,105.22,76.9,761,123.1,77.05,224,142.24,75.35,18,159.83,70.12,4,177.88,66.73,59,106.24,60.26,273,129.93,73.64,1287,117.38,76.28
992,119.09,76.31,962,118.59,76.83,0,0,0,40,89.2,69.32,384,107.9,76.47,408,123.7,77.58,130,143.2,77.02,5,157.3,75.33,2,169.5,58.68,23,127,58.46,118,123.1,74,874,118.54,76.63
1738,120.38,78.97,1731,120.2,79,0,0,0,7,90.5,75.57,616,108.53,79.24,924,123.95,79.03,184,141.54,78.36,7,166.14,73.08,0,0,0,0,0,0,183,123.98,75.05,1555,119.96,79.45
586,133.91,81.96,567,133.69,82.21,0,0,0,4,90.38,63.39,73,108.83,79.79,235,125.49,82.28,190,143.74,82.88,65,164.52,82.77,0,0,0,19,140.42,74.87,43,120.43,77.12,543,134.97,82.31
1795,133.39,82.03,1597,129.1,82.33,0,0,0,9,92,73.8,227,108,80.1,805,126,82.8,556,142.8,82.5,198,168,80.2,0,0,0,0,0,0,40,137.6,76.3,1755,133.29,82.17
620,134.2,80.68,565,133.87,82.2,0,0,0,1,88,63,66,110,79.59,281,125.3,81.42,139,143.6,83.22,78,168.2,84.3,11,178.9,46.45,44,127.2,72.14,55,125.9,75.04,565,135,81.19
385,130.86,81.26,385,130.86,81.26,0,0,0,0,0,0,39,111.28,82.12,203,124.86,81.81,131,143.29,80.88,12,160.41,75.73,0,0,0,0,0,0,0,0,0,385,130.86,81.26
2319,127.36,80.89,2246,125.74,80.95,2,73.3,54.99,18,88.02,73.26,421,108.17,79.96,1287,125.3,81.15,520,142.34,81.28,71,180.24,79.96,0,0,0,0,0,0,187,123.1,77.05,2132,127.73,81.22
381,126.4,80.57,381,126.4,80.57,0,0,0,8,92.63,64.83,73,107.3,73.94,210,126.52,81.25,82,142.67,83.67,8,164.63,87.78,0,0,0,0,0,0,0,0,0,381,126.4,80.57
227,124.81,78.62,220,123.91,78.92,1,64,40,2,86.75,65.8,37,109.78,79.07,148,124.61,78.97,33,138.89,79.1,0,0,0,6,167.92,72.93,0,0,0,0,0,0,227,124.81,78.62
1288,124.26,76.75,1243,123.97,77.31,0,0,0,19,89.78,71.84,299,108.22,78.03,661,124.78,77.42,264,142.23,76.69,11,161.72,70.66,10,166.8,71.27,24,104.56,50.2,334,129.3,74.98,954,122.5,77.4
83,105.69,92.04,83,105.69,92.04,0,0,0,0,0,0,83,105.69,92.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,105.69,92.04
274,123.42,77.37,266,122.94,78.02,0,0,0,3,88.5,64.6,66,109.83,78.81,161,124.51,78.08,36,142.86,77.35,3,162.5,74.24,0,0,0,5,125.2,46.11,72,125.64,74.41,202,122.63,78.45
1402,124.28,77.63,1341,123.64,78.25,0,0,0,9,93.04,74.36,387,107.75,77.27,655,125.2,78.85,290,142.28,78.12,21,160.34,72.2,3,180.93,52.47,37,122.5,62.15,332,121.87,74.06,1070,125.03,78.71
958,125.08,76.12,932,123.64,76.84,1,67,32.6,8,89.6,70.84,216,108.9,76.82,559,124.9,77.06,149,142.1,76.36,25,181.1,58.22,0,0,0,0,0,0,425,124.1,74.95,533,125.86,77.03
626,119.18,77.42,618,119.29,77.6,0,0,0,14,91,71.29,211,107.69,78.23,318,123.06,78.14,75,141.21,75.04,2,161.5,64,0,0,0,6,93.58,61.63,162,122.61,74.77,464,117.98,78.39
490,119.02,76.6,482,118.98,76.86,0,0,0,2,94,78.01,161,108.95,76.31,299,123.2,77.13,20,139.15,76.58,0,0,0,0,0,0,8,121.44,61.25,101,118.59,74.05,389,119.13,77.25
1074,120.45,76.57,1053,119.84,76.83,2,64.5,41.85,28,89.43,70.1,347,108.44,76.93,557,123.6,77.26,121,142.24,75.9,15,163.03,71.05,4,150.38,50.63,0,0,0,251,121.44,73.3,823,120.15,77.58
2049,113.7,75.32,1973,113.83,76.12,9,73.33,50.9,210,88.6,69.2,831,106.08,75.55,779,123.43,78.17,153,141.64,75.27,17,168.94,68.35,0,0,0,50,97.03,45.95,436,111.82,72.86,1613,114.2,75.98
669,112.45,76.93,647,113.56,77.49,4,73.5,60.6,68,87.8,68.1,265,107.3,77.1,292,123.2,79.2,22,140.7,79.4,0,0,0,0,0,0,18,81.1,51.6,123,119.4,75,546,110.88,77.39
714,116.83,75.41,703,116.32,75.83,3,70.47,45.68,50,89.06,63.9,262,107.35,75.2,346,124.07,77.47,45,139.32,75.91,5,174.84,66.21,2,226.3,38.2,1,100.2,40,162,114.84,72.57,552,117.41,76.22
851,116.26,76.44,827,116.46,76.9,0,0,0,15,92.9,69.74,387,107.49,75.66,365,123.02,78.15,60,140.35,77.57,4,161.75,68.59,0,0,0,20,98.7,56.37,104,111.7,73.57,747,116.89,76.82
1542,118.29,75.72,1489,117.96,76.2,5,64,31.62,34,90.99,70.51,533,106.52,76,767,122.14,76.61,155,142.53,75.75,14,160.71,73.12,5,192.6,48.97,29,111.05,64.12,259,126.35,73.5,1283,116.66,76.21
1030,119.86,76.29,995,119.33,76.62,0,0,0,36,88.1,65.14,332,108.2,76.09,516,123.8,77.09,111,142,78.2,4,156.5,76.5,8,166.7,81.1,23,120,59.72,100,121.6,73.65,930,119.67,76.57
1806,115.86,77.42,1797,115.81,77.5,4,70,40.57,72,89.44,68.88,810,107.77,77.39,827,123.4,78.32,88,140.13,75.98,5,170.3,70.99,0,0,0,0,0,0,217,116.64,73.01,1589,115.76,78.03
575,134.16,83.1,560,134.09,83.16,0,0,0,9,88.67,64.7,60,108.07,79.56,242,126.54,82.09,186,144.34,84.58,63,164.11,86.36,0,0,0,15,136.87,80.87,30,126.52,76.25,545,134.58,83.46
1775,132.75,81.12,1602,129.6,81.2,0,0,0,3,93.2,76.9,240,109.5,79.5,763,125.2,81.5,596,143.5,81.4,173,162,80.5,0,0,0,0,0,0,84,128.6,75.2,1691,132.96,81.4
602,134.21,81.14,576,133.71,82.32,1,72.5,38,5,86,61.19,91,109.3,78.95,249,125.7,82.51,147,143.8,84.41,84,169.1,81.78,6,222.7,42.2,19,124.6,66.2,51,120.1,75.36,551,135.52,81.62
419,126.68,80.55,419,126.68,80.55,0,0,0,5,87.8,55.58,51,110.07,77.12,268,125.11,80.7,94,141.92,82.35,1,155.5,88.79,0,0,0,0,0,0,0,0,0,419,126.68,80.55
2201,126.84,80.54,2139,125.31,80.85,2,68.5,61.5,17,90.52,74.61,404,108.56,79.58,1244,124.83,81.1,474,142.09,81.25,60,183.46,73.09,0,0,0,0,0,0,200,122.73,75.92,2001,127.25,80.98
1338,121.56,76.45,1276,121.15,77.15,4,73.5,58.21,54,88.51,70.05,361,107.5,77.52,656,124.62,77.52,205,142.66,76.76,34,162.27,72.19,3,170,32.5,21,82.95,43.96,349,125.53,75.06,989,120.16,76.96
315,123.51,77.86,309,123.36,78.3,0,0,0,3,90.17,70.34,61,110.13,77.42,210,124.83,78.58,35,140.44,78.43,1,159,70,0,0,0,5,125.9,53.62,86,123.97,74.44,229,123.34,79.16
1509,124.32,77.79,1443,124.05,78.37,0,0,0,3,91.8,67.99,309,109.58,77.61,884,124.36,78.58,247,141.44,78.53,15,161.37,72.27,1,145,64,50,120.44,63.14,331,124.55,74.36,1178,124.25,78.76
